country_code,product_category,total_revenue,average_basket_size,number_of_unique_customers
FR,grocery,163934.6,58.821167,2397
FR,sports,172476.08,60.033443,2454
IN,books,173111.27,59.34565,2491
IN,electronics,169992.03,60.08909,2420
IN,fashion,178312.58,61.086872,2504
IN,grocery,169869.58,60.776234,2400
IN,sports,176642.38,59.777454,2512
JP,books,173158.36,59.99943,2451
JP,electronics,166593.33,59.18058,2433
JP,fashion,173551.77,60.64003,2466
JP,grocery,167442.94,59.10446,2412
JP,sports,169625.81,59.309723,2469
NG,books,168526.38,59.52892,2434
NG,electronics,173536.02,59.4505,2507
NG,fashion,169517.9,59.794678,2445
NG,grocery,173438.17,60.013206,2457
NG,sports,173666.48,60.405735,2451
US,books,167823.6,58.80294,2447
US,electronics,170618.36,60.03461,2450
US,fashion,168128.7,59.430435,2431
US,grocery,163224.6,58.60847,2398
US,sports,169240.6,58.948307,2456
BR,books,170896.22,60.238358,2420
BR,electronics,176225.52,59.27532,2522
BR,fashion,178617.77,61.35959,2502
BR,grocery,169562.8,60.818794,2375
BR,sports,171482.6,59.72922,2445
DE,books,170401.22,59.873936,2408
DE,electronics,170755.38,61.68908,2375
DE,fashion,175629.8,61.841476,2423
DE,grocery,168555.27,60.76253,2354
DE,sports,173037.7,60.06168,2476
FR,books,171226.75,59.619343,2489
FR,electronics,170541.92,60.454422,2434
FR,fashion,176904.64,61.746822,2460
FR,grocery,170918.73,58.957825,2479
FR,sports,178540.62,61.459766,2487
IN,books,175105.67,60.02937,2485
IN,electronics,172941.3,59.47087,2489
IN,fashion,162369.55,57.989124,2399
IN,grocery,164202.7,59.493732,2388
IN,sports,170035.8,60.467922,2390
JP,books,169211.73,58.99991,2428
JP,electronics,177557.55,60.661957,2512
JP,fashion,179620.97,60.194695,2506
JP,grocery,165967.45,59.147346,2415
JP,sports,173579.66,59.99988,2450
NG,books,169161.62,58.63488,2470
NG,electronics,166149.4,57.89178,2453
NG,fashion,173995.72,60.625687,2454
NG,grocery,167256.1,60.512337,2370
NG,sports,173680.03,60.389442,2437
US,books,167072.98,59.968765,2374
US,electronics,173132.14,61.590942,2411
US,fashion,163051.2,57.63563,2415
US,grocery,172627.58,60.274994,2466
US,sports,174020.7,59.616547,2457
BR,books,169301.88,59.01076,2424
BR,electronics,168440.73,60.329777,2397
BR,fashion,175039.12,60.483456,2459
BR,grocery,175655.38,61.033833,2438
BR,sports,175377.2,60.495758,2484
DE,books,174542.22,60.87974,2483
DE,electronics,172065.2,60.908035,2431
DE,fashion,170743.48,59.51324,2432
DE,grocery,166857.14,60.807995,2368
DE,sports,172043.55,60.557392,2459
FR,books,174632.9,58.58199,2526
FR,electronics,170102.27,60.534615,2407
FR,fashion,166978.53,58.343304,2446
FR,grocery,167683.23,59.02261,2444
FR,sports,171142.3,58.953598,2493
IN,books,172468.56,60.664284,2439
IN,electronics,167678.98,59.566246,2423
IN,fashion,177854.28,61.64793,2499
IN,grocery,176582.36,60.390682,2492
IN,sports,166276.9,58.75509,2445
JP,books,169486.88,60.20848,2405
JP,electronics,164773.06,58.05957,2439
JP,fashion,176844.7,61.14962,2485
JP,grocery,171755.2,60.434624,2451
JP,sports,169796.19,59.871716,2410
NG,books,172389.22,59.77435,2468
NG,electronics,170664.4,59.81928,2445
NG,fashion,175582.55,60.945,2476
NG,grocery,176412.55,61.08468,2468
NG,sports,171346.6,60.079453,2435
US,books,169176.83,59.80093,2424
US,electronics,170224.6,59.87499,2433
US,fashion,169564.8,61.01648,2403
US,grocery,172312.72,60.56686,2412
US,sports,176650.55,59.861248,2511
BR,books,170001.8,60.11379,2435
BR,electronics,169224.84,59.628204,2452
BR,fashion,169754.67,58.860844,2473
BR,grocery,169170.03,60.138653,2426
BR,sports,175608.66,60.325886,2473
DE,books,171834.67,61.172897,2425
DE,electronics,178148.31,61.70707,2443
DE,fashion,169007.39,58.744312,2441
DE,grocery,174364.5,60.838974,2459
DE,sports,168801.6,61.005276,2382
FR,books,176922.75,60.0145,2519
FR,electronics,175188.53,61.02004,2437
FR,fashion,167557.61,59.777954,2399
FR,grocery,170530.16,59.646786,2443
FR,sports,165799.81,59.942085,2385
IN,books,171563.78,59.30307,2459
IN,electronics,167545.33,60.420242,2382
IN,fashion,173066.34,61.1758,2428
IN,grocery,172105.97,60.13486,2472
IN,sports,172364.73,59.641777,2469
JP,books,167893.56,60.48039,2394
JP,electronics,170712.88,59.710693,2454
JP,fashion,173207.67,59.829937,2490
JP,grocery,170034.12,60.33858,2403
JP,sports,171491.58,59.71155,2494
NG,books,168505.4,59.166225,2430
NG,electronics,172585.02,60.113205,2443
NG,fashion,177563.25,60.27266,2502
NG,grocery,176948.4,60.12518,2501
NG,sports,173546.1,60.616867,2414
US,books,171152.12,61.632023,2388
US,electronics,177239.67,61.201546,2502
US,fashion,170255.42,59.2605,2481
US,grocery,182190.31,61.6758,2547
US,sports,172554.52,60.86579,2425
BR,books,165319.78,59.318184,2385
BR,electronics,175215.52,59.923225,2493
BR,fashion,168602.34,58.890095,2443
BR,grocery,171533.23,59.997635,2467
BR,sports,170466.81,59.918037,2430
DE,books,165250.34,60.310345,2354
DE,electronics,170289.75,58.903408,2493
DE,fashion,166927.73,59.702335,2395
DE,grocery,173445.69,60.4551,2471
DE,sports,168656.2,59.344196,2430
FR,books,167241.17,58.86701,2446
FR,electronics,166311.67,58.643044,2412
FR,fashion,170041.2,60.08523,2395
FR,grocery,176044.75,60.083534,2486
FR,sports,173618.48,59.33646,2470
IN,books,171501.89,59.861042,2452
IN,electronics,168348.88,59.508263,2428
IN,fashion,171318.27,59.095642,2498
IN,grocery,168800.55,60.092754,2410
IN,sports,172518.52,59.633083,2462
JP,books,172046.55,59.717648,2481
JP,electronics,170651.81,60.364986,2425
JP,fashion,175316.97,60.47498,2464
JP,grocery,173825.3,60.69319,2470
JP,sports,169365.06,59.259995,2456
NG,books,176554.6,61.38894,2441
NG,electronics,167209.1,58.383064,2464
NG,fashion,176722.8,60.150715,2535
NG,grocery,175322.98,60.310623,2495
NG,sports,171343.6,60.6526,2429
US,books,169922.19,59.895027,2425
US,electronics,178342.34,60.578243,2547
US,fashion,166471.2,59.989624,2398
US,grocery,173584.39,60.188763,2470
US,sports,165649.28,60.301888,2382
BR,books,177671.4,59.96335,2506
BR,electronics,166899.6,59.77779,2430
BR,fashion,175364.77,58.86699,2538
BR,grocery,169040.86,59.41682,2449
BR,sports,172602.62,59.869102,2465
DE,books,170938.12,59.747684,2440
DE,electronics,174464.7,59.66645,2489
DE,fashion,165993.31,58.96743,2387
DE,grocery,171697.2,59.95014,2450
DE,sports,169137.64,58.810028,2472
FR,books,170628.62,59.081932,2494
FR,electronics,163155.78,58.562737,2384
FR,fashion,169844.75,59.573746,2449
FR,grocery,171403.61,59.453213,2493
FR,sports,169918.38,61.231846,2379
IN,books,167998.05,60.80277,2366
IN,electronics,172437.38,60.22961,2438
IN,fashion,168553.73,60.17627,2436
IN,grocery,175109.45,60.50776,2488
IN,sports,168856.73,59.603508,2411
JP,books,167089.23,59.441208,2427
JP,electronics,168760.34,58.86304,2479
JP,fashion,170688.84,59.41136,2475
JP,grocery,170130.0,59.652874,2454
JP,sports,178385.75,60.861736,2504
NG,books,168863.27,59.54276,2457
NG,electronics,173803.36,59.440273,2491
NG,fashion,174673.98,60.735043,2462
NG,grocery,172584.48,60.598484,2427
NG,sports,173515.69,60.606247,2454
US,books,167752.94,59.213886,2422
US,electronics,170433.25,60.6524,2419
US,fashion,171515.47,60.117584,2450
US,grocery,165612.72,58.665504,2433
US,sports,169045.11,59.08602,2436
BR,books,172903.88,59.973595,2485
BR,electronics,167872.27,59.826183,2408
BR,fashion,174106.45,60.348858,2480
BR,grocery,167674.55,58.382504,2433
BR,sports,167543.95,59.202812,2437
DE,books,173923.84,58.71838,2542
DE,electronics,172978.16,59.36107,2547
DE,fashion,175663.1,61.853203,2439
DE,grocery,166695.98,59.470562,2427
DE,sports,167308.45,60.269615,2366
FR,books,177102.45,60.4239,2512
FR,electronics,169212.69,59.919506,2431
FR,fashion,174909.48,61.501225,2470
FR,grocery,171128.92,59.316784,2456
FR,sports,178742.34,60.243458,2493
IN,books,173661.23,59.229614,2518
IN,electronics,165714.1,59.41703,2397
IN,fashion,168231.44,59.932823,2437
IN,grocery,167121.95,59.986343,2362
IN,sports,175135.53,60.4541,2457
JP,books,173168.52,60.88907,2446
JP,electronics,168947.23,60.08081,2401
JP,fashion,169906.3,59.995163,2423
JP,grocery,166526.36,60.57707,2374
JP,sports,178675.14,60.691284,2512
NG,books,170469.95,60.151714,2458
NG,electronics,173082.8,59.910973,2480
NG,fashion,174930.98,60.57167,2472
NG,grocery,170242.88,60.008064,2416
NG,sports,173969.47,60.2596,2493
US,books,169328.56,59.833416,2422
US,electronics,175557.61,60.894073,2455
US,fashion,172001.62,58.58366,2511
US,grocery,162771.44,59.039333,2383
US,sports,175095.19,61.54488,2463
BR,books,172397.98,60.194828,2451
BR,electronics,171246.48,59.17294,2469
BR,fashion,174699.44,60.05481,2482
BR,grocery,166189.38,60.366646,2368
BR,sports,166806.23,59.637554,2373
DE,books,165515.22,59.947563,2375
DE,electronics,178073.66,62.481983,2422
DE,fashion,175029.44,60.647762,2500
DE,grocery,170949.19,60.257027,2399
DE,sports,159905.7,59.224335,2342
FR,books,174379.45,59.637295,2499
FR,electronics,168151.77,58.650772,2428
FR,fashion,167787.69,58.997078,2427
FR,grocery,176688.36,60.571945,2463
FR,sports,169763.84,61.19821,2399
IN,books,176760.83,60.700832,2477
IN,electronics,175353.1,60.780968,2482
IN,fashion,164101.3,58.503136,2428
IN,grocery,168667.38,58.707752,2439
IN,sports,170289.66,59.77173,2455
JP,books,169453.67,59.9836,2438
JP,electronics,170967.73,60.69142,2401
JP,fashion,170924.38,60.783916,2392
JP,grocery,171577.23,59.328228,2453
JP,sports,172300.83,59.37313,2470
NG,books,166312.2,58.89242,2408
NG,electronics,172628.56,60.913395,2461
NG,fashion,180025.06,61.212193,2486
NG,grocery,167752.66,59.613594,2444
NG,sports,171489.03,59.25675,2460
US,books,170694.62,59.14575,2445
US,electronics,171071.3,60.19398,2448
US,fashion,170686.4,59.88997,2427
US,grocery,178684.1,59.800568,2538
US,sports,175380.45,58.892025,2538
BR,books,170296.77,60.196808,2426
BR,electronics,166848.36,59.567425,2428
BR,fashion,171268.19,60.199715,2443
BR,grocery,169930.62,59.98257,2405
BR,sports,164256.44,58.9578,2416
DE,books,167522.45,59.531788,2422
DE,electronics,175839.23,60.928356,2483
DE,fashion,169594.1,59.257195,2448
DE,grocery,167829.9,61.073475,2350
DE,sports,173773.23,59.983856,2461
FR,books,176710.97,60.26977,2487
FR,electronics,163907.4,57.815662,2418
FR,fashion,171950.55,59.684326,2445
FR,grocery,166878.77,58.801537,2431
FR,sports,166758.77,58.2055,2448
IN,books,170351.1,59.793293,2450
IN,electronics,172740.05,60.419743,2458
IN,fashion,174842.36,61.133694,2455
IN,grocery,176786.36,60.58477,2495
IN,sports,173979.73,59.52095,2519
JP,books,175629.77,59.254307,2528
JP,electronics,167538.61,59.96371,2402
JP,fashion,172109.39,60.346912,2455
JP,grocery,173316.31,60.557762,2469
JP,sports,169921.88,60.08553,2427
NG,books,169249.02,59.302387,2420
NG,electronics,170241.55,59.525017,2478
NG,fashion,180791.11,61.9572,2507
NG,grocery,172520.1,60.11153,2466
NG,sports,169693.95,60.410805,2415
US,books,170035.53,59.53625,2463
US,electronics,167887.36,59.240425,2444
US,fashion,166601.94,58.49787,2421
US,grocery,172263.3,59.319317,2492
US,sports,172665.23,59.828564,2478
BR,books,174622.31,61.014084,2445
BR,electronics,170173.53,59.647224,2451
BR,fashion,173342.11,61.165176,2426
BR,grocery,175514.22,60.942436,2481
BR,sports,174013.5,60.046066,2479
DE,books,176145.11,61.481712,2453
DE,electronics,169872.34,59.856358,2434
DE,fashion,167299.7,59.579666,2402
DE,grocery,166156.6,58.178078,2434
DE,sports,166880.88,58.864506,2439
FR,books,178890.94,59.55091,2573
FR,electronics,173773.27,60.066803,2505
FR,fashion,167838.84,59.96386,2413
FR,grocery,171969.52,60.788094,2419
FR,sports,173984.61,60.453304,2475
IN,books,171917.23,60.85566,2414
IN,electronics,169465.94,59.191734,2473
IN,fashion,164817.72,59.11683,2407
IN,grocery,168588.36,59.656178,2438
IN,sports,172407.92,60.34579,2430
JP,books,170333.62,60.1673,2419
JP,electronics,173356.22,59.81926,2445
JP,fashion,173428.12,59.741,2490
JP,grocery,175422.19,59.830215,2488
JP,sports,174380.94,60.56997,2475
NG,books,173763.33,60.418404,2466
NG,electronics,169096.69,60.49971,2396
NG,fashion,169609.84,59.470493,2436
NG,grocery,174254.81,60.067154,2492
NG,sports,171348.94,60.59015,2414
US,books,172750.42,60.891937,2482
US,electronics,168810.66,60.13917,2390
US,fashion,169686.2,59.08294,2452
US,grocery,171947.61,59.149506,2468
US,sports,169938.62,60.888077,2429
BR,books,164117.98,59.056488,2394
BR,electronics,163526.73,59.550888,2355
BR,fashion,174099.2,60.20028,2473
BR,grocery,172873.73,60.721367,2424
BR,sports,174364.73,60.00163,2494
DE,books,170138.94,59.65601,2436
DE,electronics,174574.28,59.581665,2498
DE,fashion,168210.14,59.77617,2419
DE,grocery,172790.69,60.205814,2478
DE,sports,169993.48,58.598236,2453
FR,books,169720.12,58.910145,2455
FR,electronics,172929.92,60.19141,2419
FR,fashion,170986.48,59.494255,2454
FR,grocery,163882.98,59.1849,2358
FR,sports,171382.12,60.79536,2420
IN,books,175664.3,61.614975,2428
IN,electronics,170511.95,60.984245,2413
IN,fashion,172783.34,60.26625,2434
IN,grocery,169971.58,59.03841,2474
IN,sports,174997.19,60.343857,2491
JP,books,170503.19,59.97298,2441
JP,electronics,172707.78,60.429596,2433
JP,fashion,170135.16,60.20352,2414
JP,grocery,174191.44,60.39925,2456
JP,sports,171998.3,59.908848,2478
NG,books,165155.08,58.64882,2438
NG,electronics,171176.94,58.884396,2509
NG,fashion,173338.7,60.24981,2477
NG,grocery,168589.25,60.513012,2392
NG,sports,174322.52,60.00775,2503
US,books,174211.94,60.093803,2482
US,electronics,163727.17,59.407536,2410
US,fashion,172996.98,60.277695,2474
US,grocery,173509.66,59.15774,2500
US,sports,170521.48,58.337833,2511
BR,books,175557.6,59.958195,2501
BR,electronics,164344.73,60.155468,2375
BR,fashion,175480.48,60.240467,2493
BR,grocery,170535.75,60.111298,2449
BR,sports,161914.84,58.054802,2409
DE,books,171417.89,60.231163,2445
DE,electronics,162922.34,58.20734,2414
DE,fashion,171355.25,59.977337,2456
DE,grocery,173620.98,59.602123,2498
DE,sports,173313.3,60.55671,2468
FR,books,166965.08,59.41818,2419
FR,electronics,171264.45,60.113884,2465
FR,fashion,172659.69,59.992943,2481
FR,grocery,173073.16,60.011497,2445
FR,sports,184920.92,60.98975,2580
IN,books,173337.23,60.207443,2460
IN,electronics,171508.1,60.43273,2447
IN,fashion,170258.1,60.013428,2421
IN,grocery,169083.9,59.895115,2430
IN,sports,175008.31,59.44576,2507
JP,books,170883.02,60.510983,2431
JP,electronics,173237.9,59.511475,2503
JP,fashion,171632.84,60.11658,2455
JP,grocery,173484.77,60.154217,2439
JP,sports,168430.8,58.32091,2472
NG,books,164520.55,58.52741,2411
NG,electronics,167368.56,59.94576,2424
NG,fashion,171896.88,59.336166,2470
NG,grocery,172735.08,60.04,2459
NG,sports,165473.66,59.203453,2417
US,books,167761.8,58.925816,2456
US,electronics,172240.92,60.139988,2455
US,fashion,168578.73,60.66165,2424
US,grocery,173362.2,60.23704,2475
US,sports,172875.45,60.70065,2443
BR,books,172227.39,60.13526,2451
BR,electronics,169244.44,59.782562,2422
BR,fashion,172255.72,59.811012,2455
BR,grocery,168613.88,59.41292,2430
BR,sports,168057.45,61.71776,2339
DE,books,173674.61,61.06702,2440
DE,electronics,172311.12,60.164497,2470
DE,fashion,179618.27,61.471,2464
DE,grocery,168484.2,59.138016,2432
DE,sports,172012.94,59.74746,2457
FR,books,170413.23,59.048244,2486
FR,electronics,175877.84,59.538876,2505
FR,fashion,175210.17,60.33408,2497
FR,grocery,169733.73,58.12799,2520
FR,sports,169733.1,60.814438,2401
IN,books,165478.84,60.637173,2359
IN,electronics,169640.4,59.252674,2463
IN,fashion,168941.92,59.465652,2455
IN,grocery,172544.4,59.41612,2464
IN,sports,167826.06,58.252712,2467
JP,books,171516.17,60.24453,2444
JP,electronics,174334.1,61.234314,2433
JP,fashion,178042.05,61.713013,2483
JP,grocery,173702.6,59.56879,2481
JP,sports,168028.2,59.1857,2426
NG,books,173371.84,60.47152,2449
NG,electronics,171375.64,59.942513,2419
NG,fashion,175181.06,60.953743,2481
NG,grocery,174616.16,60.86307,2461
NG,sports,171485.4,60.31847,2421
US,books,172951.7,59.108578,2501
US,electronics,174168.05,60.51704,2478
US,fashion,164437.6,59.150215,2404
US,grocery,166394.11,59.596745,2416
US,sports,168858.69,60.070683,2433
BR,books,170561.98,59.491447,2429
BR,electronics,170114.31,59.794136,2444
BR,fashion,167520.48,59.09012,2422
BR,grocery,172848.34,60.499947,2429
BR,sports,173273.58,60.26907,2482
DE,books,165085.95,59.14939,2387
DE,electronics,166034.78,60.354336,2369
DE,fashion,180824.62,62.504192,2489
DE,grocery,169079.67,59.95733,2388
DE,sports,169036.98,60.305737,2404
FR,books,172030.64,60.659607,2420
FR,electronics,171983.08,60.557423,2403
FR,fashion,177475.8,60.758575,2477
FR,grocery,173246.92,60.217907,2468
FR,sports,169549.92,60.295135,2434
IN,books,173271.14,60.100986,2437
IN,electronics,169868.34,60.0666,2426
IN,fashion,167278.36,60.215393,2395
IN,grocery,172042.3,60.049667,2456
IN,sports,174454.36,60.053135,2475
JP,books,171340.84,59.783966,2418
JP,electronics,171455.83,59.265755,2476
JP,fashion,177591.42,60.261765,2517
JP,grocery,169055.06,60.571503,2391
JP,sports,175773.81,59.4634,2497
NG,books,170690.31,60.571438,2395
NG,electronics,176582.9,59.96024,2516
NG,fashion,177010.33,59.459297,2485
NG,grocery,168486.0,60.15209,2414
NG,sports,167226.12,58.675835,2436
US,books,169486.66,59.95283,2439
US,electronics,173251.16,61.567574,2404
US,fashion,170641.88,59.958496,2416
US,grocery,177056.52,61.138298,2462
US,sports,174826.77,60.472767,2485
BR,books,174912.45,61.41589,2433
BR,electronics,169049.9,58.902405,2467
BR,fashion,168022.4,59.77318,2419
BR,grocery,173692.1,60.10107,2489
BR,sports,174304.12,60.459286,2452
DE,books,180035.47,59.378452,2565
DE,electronics,169779.12,60.441128,2431
DE,fashion,167260.88,60.49218,2380
DE,grocery,173753.8,59.853184,2439
DE,sports,171336.22,59.574486,2459
FR,books,174159.94,60.283813,2478
FR,electronics,170524.78,61.163837,2421
FR,fashion,178196.3,61.047035,2483
FR,grocery,175546.69,59.872677,2486
FR,sports,170923.62,60.718872,2424
IN,books,163949.66,58.721222,2379
IN,electronics,169287.61,57.95536,2493
IN,fashion,170744.52,59.14254,2461
IN,grocery,167479.84,59.096626,2407
IN,sports,167233.14,59.428978,2414
JP,books,178251.55,60.919872,2519
JP,electronics,167920.34,60.424736,2417
JP,fashion,178377.16,61.615597,2495
JP,grocery,164612.66,59.06446,2389
JP,sports,165734.1,60.575325,2386
NG,books,170338.81,60.361027,2433
NG,electronics,170177.77,60.133488,2428
NG,fashion,176615.84,60.609417,2458
NG,grocery,176345.84,60.433804,2495
NG,sports,170383.66,60.376915,2391
US,books,176001.92,59.90535,2484
US,electronics,171869.95,60.390003,2403
US,fashion,173391.62,59.955612,2474
US,grocery,168655.27,59.637646,2431
US,sports,167806.84,60.16739,2422
BR,books,167026.06,58.85344,2442
BR,electronics,171387.1,59.1602,2424
BR,fashion,179005.75,61.76872,2481
BR,grocery,168755.56,60.205338,2417
BR,sports,174121.86,61.288933,2423
DE,books,175065.12,59.424686,2528
DE,electronics,178058.73,61.293884,2502
DE,fashion,176765.22,61.037712,2488
DE,grocery,163331.53,61.081352,2332
DE,sports,167917.3,58.284378,2474
FR,books,170811.02,60.743603,2428
FR,electronics,170667.19,59.3625,2457
FR,fashion,178396.62,59.924965,2532
FR,grocery,175627.83,60.125927,2493
FR,sports,168267.92,60.311085,2394
IN,books,168926.89,59.924404,2427
IN,electronics,170032.5,59.53519,2485
IN,fashion,174350.55,60.45442,2492
IN,grocery,166147.2,60.527214,2381
IN,sports,176954.52,59.90336,2509
JP,books,174213.06,60.553722,2463
JP,electronics,168370.81,59.55812,2422
JP,fashion,179605.05,61.529648,2498
JP,grocery,178031.56,60.493225,2502
JP,sports,168766.81,60.27386,2421
NG,books,169950.03,60.93583,2358
NG,electronics,164417.77,58.42849,2421
NG,fashion,173703.27,59.38573,2497
NG,grocery,169368.52,60.273495,2421
NG,sports,170421.05,59.90195,2422
US,books,171128.7,59.41969,2470
US,electronics,171535.28,59.72677,2471
US,fashion,169712.27,60.56826,2410
US,grocery,174448.28,61.167,2430
US,sports,168032.67,59.312626,2447
BR,books,168461.1,59.86535,2414
BR,electronics,168557.66,59.497936,2429
BR,fashion,167163.52,59.13106,2400
BR,grocery,168922.2,60.350914,2409
BR,sports,167137.66,59.734688,2388
DE,books,176470.95,61.531017,2473
DE,electronics,160211.19,58.77153,2340
DE,fashion,172051.0,60.178734,2461
DE,grocery,174387.73,61.253155,2466
DE,sports,171837.81,60.29397,2461
FR,books,173486.23,59.781612,2492
FR,electronics,166754.23,58.716278,2448
FR,fashion,176154.56,60.889927,2473
FR,grocery,176019.98,60.404938,2493
FR,sports,171726.7,58.871,2501
IN,books,178034.8,61.01261,2511
IN,electronics,182474.1,60.202606,2576
IN,fashion,173513.97,59.915043,2454
IN,grocery,171608.1,59.898113,2460
IN,sports,167113.44,59.071556,2435
JP,books,167176.22,60.505325,2404
JP,electronics,172455.69,60.404793,2458
JP,fashion,170714.72,59.029987,2443
JP,grocery,167387.45,59.10574,2433
JP,sports,178874.53,61.07017,2473
NG,books,172541.75,60.223995,2418
NG,electronics,167830.44,59.726135,2394
NG,fashion,174557.14,60.800117,2426
NG,grocery,167260.95,59.06107,2444
NG,sports,171356.84,60.743298,2420
US,books,174968.83,61.113808,2447
US,electronics,167924.84,60.361195,2392
US,fashion,169733.72,60.59754,2408
US,grocery,179385.62,60.911926,2523
US,sports,176787.69,60.689217,2480
BR,books,172382.1,59.298965,2473
BR,electronics,158063.89,58.58558,2336
BR,fashion,172925.55,60.846428,2449
BR,grocery,174885.81,60.201656,2486
BR,sports,171331.44,59.92705,2438
DE,books,168275.45,59.693314,2407
DE,electronics,173012.4,59.824482,2496
DE,fashion,174343.3,60.98052,2469
DE,grocery,169977.19,59.93554,2423
DE,sports,178364.48,59.633728,2505
FR,books,169053.7,59.358746,2446
FR,electronics,170320.16,61.17822,2372
FR,fashion,170577.16,59.76775,2417
FR,grocery,171553.36,60.406113,2412
FR,sports,177983.77,60.12965,2571
IN,books,169715.52,58.603424,2482
IN,electronics,175905.44,60.13861,2512
IN,fashion,169321.23,61.348274,2355
IN,grocery,168021.67,60.309288,2396
IN,sports,169700.86,59.523277,2411
JP,books,175247.23,60.284565,2482
JP,electronics,174866.31,60.52832,2468
JP,fashion,175269.36,60.333687,2497
JP,grocery,171544.86,59.79256,2485
JP,sports,171203.02,59.34247,2488
NG,books,174230.66,60.24573,2446
NG,electronics,170448.03,58.856365,2488
NG,fashion,167795.06,59.501797,2417
NG,grocery,167114.97,59.092987,2417
NG,sports,174689.8,61.10171,2464
US,books,174013.0,60.46317,2471
US,electronics,164914.2,59.045544,2395
US,fashion,168819.38,60.465393,2377
US,grocery,168674.03,60.630493,2391
US,sports,176759.4,61.099,2492
BR,books,170291.61,59.17012,2456
BR,electronics,171418.38,60.27369,2420
BR,fashion,169585.34,59.881832,2393
BR,grocery,164361.95,59.357876,2401
BR,sports,170474.84,59.963013,2452
DE,books,171704.3,60.480556,2440
DE,electronics,174015.94,59.96414,2501
DE,fashion,172527.45,61.006878,2418
DE,grocery,167386.03,59.759384,2407
DE,sports,172271.16,60.045715,2469
FR,books,169276.34,59.878437,2422
FR,electronics,179841.12,61.191265,2489
FR,fashion,178459.19,60.88679,2524
FR,grocery,170094.3,59.225033,2464
FR,sports,171143.23,59.673374,2473
IN,books,164044.05,59.093678,2400
IN,electronics,173405.39,60.588886,2443
IN,fashion,174037.81,60.075184,2478
IN,grocery,178664.44,60.998444,2495
IN,sports,177063.42,61.737595,2460
JP,books,168685.61,59.480118,2427
JP,electronics,172322.69,60.084618,2454
JP,fashion,172460.5,58.981018,2504
JP,grocery,166983.61,59.088326,2418
JP,sports,173445.9,60.90095,2432
NG,books,174089.34,61.191334,2449
NG,electronics,170785.8,59.32122,2444
NG,fashion,174478.94,59.876095,2523
NG,grocery,175437.61,61.2134,2487
NG,sports,172723.55,59.498295,2476
US,books,167723.05,60.180496,2400
US,electronics,168134.0,59.664303,2404
US,fashion,170104.66,59.853855,2431
US,grocery,173959.19,61.731438,2410
US,sports,170321.1,59.71988,2441
BR,books,170020.11,60.312206,2404
BR,electronics,174075.4,62.058968,2409
BR,fashion,176504.33,60.32274,2473
BR,grocery,173278.02,60.249657,2468
BR,sports,178063.06,60.25823,2526
DE,books,168256.72,59.391712,2451
DE,electronics,174610.27,60.16894,2472
DE,fashion,171354.98,59.58101,2488
DE,grocery,172566.62,59.67034,2494
DE,sports,172810.38,59.303493,2477
FR,books,171065.45,59.834015,2445
FR,electronics,172652.36,59.76198,2487
FR,fashion,169553.56,60.104065,2407
FR,grocery,178060.23,60.8337,2491
FR,sports,169836.02,60.80774,2406
IN,books,174794.6,59.779274,2504
IN,electronics,168991.92,59.56712,2435
IN,fashion,178516.9,59.945232,2550
IN,grocery,175301.1,60.261635,2484
IN,sports,161825.45,59.19,2352
JP,books,170801.61,60.099087,2459
JP,electronics,166952.66,59.668568,2405
JP,fashion,174995.11,60.99516,2427
JP,grocery,178077.97,60.943863,2487
JP,sports,167583.58,59.702023,2411
NG,books,171212.89,60.095783,2449
NG,electronics,170338.48,60.74839,2372
NG,fashion,169062.34,59.11271,2483
NG,grocery,171323.61,60.198036,2458
NG,sports,169478.16,59.71746,2415
US,books,166050.33,60.802025,2384
US,electronics,172615.11,60.249603,2464
US,fashion,170118.33,60.2402,2411
US,grocery,172858.95,60.93019,2410
US,sports,168832.05,59.468845,2427
BR,books,169133.2,58.972527,2473
BR,electronics,171490.27,58.34987,2500
BR,fashion,170416.34,58.764256,2501
BR,grocery,173653.73,60.995342,2463
BR,sports,166046.05,58.20051,2449
DE,books,175506.31,60.623943,2479
DE,electronics,168565.11,59.52158,2425
DE,fashion,165087.69,59.04424,2380
DE,grocery,176052.4,58.821384,2561
DE,sports,169219.64,60.39245,2416
FR,books,173470.69,59.962215,2468
FR,electronics,172646.12,59.471622,2472
FR,fashion,170547.98,59.403687,2472
FR,grocery,174968.27,59.150867,2517
FR,sports,170090.73,60.145237,2427
IN,books,167892.95,59.59991,2413
IN,electronics,169212.77,60.239502,2433
IN,fashion,169386.58,61.084232,2366
IN,grocery,171915.3,59.755054,2460
IN,sports,172217.53,60.875763,2448
JP,books,170036.97,60.468338,2390
JP,electronics,171182.45,59.17126,2509
JP,fashion,168368.06,60.542274,2368
JP,grocery,173258.92,59.518696,2491
JP,sports,164953.67,58.765114,2424
NG,books,173227.88,60.358143,2413
NG,electronics,167483.14,58.417557,2464
NG,fashion,169332.27,59.666054,2417
NG,grocery,174067.42,61.054867,2437
NG,sports,161095.06,58.901302,2367
US,books,172277.78,60.405952,2458
US,electronics,169125.5,59.44657,2431
US,fashion,173472.8,60.087563,2465
US,grocery,173683.55,59.787796,2460
US,sports,172062.62,60.098717,2462
BR,books,163159.2,58.77493,2390
BR,electronics,178570.86,60.165382,2510
BR,fashion,163243.34,59.949814,2354
